,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability.Status,,,,,,Mental.Health,,,,,,,,COVID.Vaccine.and.Long.COVID,,,,,,Society.and.Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health.Insurance,,Food.Security,,,,,,Internet.Security,,,,,,
SCRAM,EST_ST,EST_MSA,REGION,TBIRTH_YEAR,RHISPANIC,RRACE,EEDUC,MS,EGENID_BIRTH,SEXUAL_ORIENTATION_RV,THHLD_NUMPER,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,INCOME,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,RECVDVACC,RVACCDATE,HADCOVIDRV,SYMPTOMS,LONGCOVID,SYMPTMIMPCT,SOCIAL1,SOCIAL2,SUPPORT1,SUPPORT2,SUPPORT3,SUPPORT4_RV,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,PARTINARTS,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,TENURE,LIVQTRRV,RENTCHNG,RENTCUR,MORTCUR,ENERGY,PRIVHLTH,PUBHLTH,EXPNS_DIF,CURFOODSUF,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,HOME_INTERNET,MOBILE_INTERNET,REDUCED_INT1,REDUCED_INT2,REDUCED_INT3,REDUCED_INT4,CANCEL_INTERNET
P090028335,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1965,No,White,High school graduate or equivalent,5,1,2,1,0,0,0,0,2,2,2,6,4,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,3,2,1,1,2,2,2,1,4,3,3,3,3,3,3,3,3,3,6,3,1,3,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028343,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,White,Bachelor's degree,5,1,1,1,0,0,0,0,2,2,2,6,5,4,4,2,2,3,2,3,2,2,2,2,1,4,4,4,6,1,2,2,5,5,5,2,4,2,1,4,5,2,2,2,2,3,3,3,3,3,3,3,3,2,3,7,3,2,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090028345,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Some college (but degree not received or is in progress),2,1,2,1,0,0,0,0,4,2,2,6,5,4,4,1,1,1,2,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,2,4,1,5,2,1,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090028348,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1946,No,White,Bachelor's degree,1,2,2,3,0,0,0,0,3,2,2,6,3,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,3,2,4,5,2,1,2,1,3,3,3,3,3,3,3,3,1,3,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028349,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1983,No,Black,Associate's degree,5,1,2,2,0,0,0,0,4,2,1,2,10,3,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,3,3,3,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,2,3,1,3,4,1,3,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028350,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1953,No,White,Some college (but degree not received or is in progress),3,1,2,1,0,0,0,0,4,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,3,4,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,3,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090028360,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1962,No,White,Graduate degree,1,2,1,3,0,0,0,0,4,2,2,6,6,1,4,2,1,1,2,1,1,2,1,3,2,4,4,4,6,1,1,2,5,5,5,2,4,2,1,1,4,2,2,2,2,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028361,Wisconsin,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1948,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,2,1,2,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028366,Mississippi,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1959,No,Black,Graduate degree,3,2,2,4,2,3,0,0,3,2,2,6,4,3,4,1,1,1,1,1,1,3,2,4,3,1,1,1,1,1,1,2,5,5,5,2,2,4,4,4,5,2,2,2,4,2,2,2,2,2,2,2,2,1,2,7,3,4,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090028370,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1963,No,White,Bachelor's degree,1,1,2,7,3,2,0,0,7,2,2,6,9,3,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,5,5,5,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028378,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,White,Bachelor's degree,3,1,2,1,0,0,0,0,5,2,1,4,10,3,4,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,3,4,2,4,4,1,1,1,2,3,3,3,3,3,3,3,3,1,6,7,3,4,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028384,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Some college (but degree not received or is in progress),3,2,2,1,0,0,0,0,2,2,2,6,5,4,4,2,2,2,2,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,2,2,4,1,2,2,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028387,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1978,No,White,Some college (but degree not received or is in progress),1,1,2,4,2,1,1,0,6,2,1,2,10,3,3,2,1,1,2,1,1,4,4,1,2,3,5,5,7,1,3,1,4,3,1,5,5,4,2,1,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,7,3,1,1,1,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090028390,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1971,No,White,Bachelor's degree,3,2,2,4,0,0,0,0,1,1,2,6,4,4,4,2,2,3,3,3,3,4,4,4,4,4,4,4,6,2,4,1,4,3,1,3,1,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,2,7,3,3,1,2,1,4,2,2,1,2,2,1,1,2,2,2,2,4
P090028410,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1969,No,White,Bachelor's degree,3,2,2,1,0,0,0,0,1,2,2,6,4,4,4,3,1,3,3,3,2,4,4,4,4,4,4,4,6,1,2,2,5,5,5,5,1,3,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,6,2,3,1,1,3,4,4,2,1,2,2,1,1,2,2,2,2,5
P090028413,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,No,Black,Bachelor's degree,1,2,2,1,0,0,0,0,6,2,2,6,9,2,4,2,2,1,1,1,1,1,1,4,2,4,4,4,6,1,1,2,5,5,5,1,4,4,1,3,2,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090028419,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1939,No,White,Bachelor's degree,1,1,2,2,0,0,0,0,7,2,2,6,5,4,4,1,3,2,3,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,2,3,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028420,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1976,No,White,Graduate degree,3,2,3,2,1,1,0,0,6,2,1,1,10,3,3,1,1,1,1,1,1,2,2,1,1,3,5,5,7,1,1,2,5,5,5,2,4,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028423,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1958,No,White,High school graduate or equivalent,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,1,1,5,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028424,South Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1956,No,White,Graduate degree,1,2,2,2,0,0,0,0,7,2,2,6,5,4,4,1,1,1,1,1,1,4,4,2,2,4,4,4,6,1,1,2,5,5,5,3,3,3,1,1,3,1,1,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,2,2,2,2,2,5
P090028428,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1977,No,White,Associate's degree,5,1,4,1,0,0,0,0,6,1,1,2,10,3,3,2,2,1,2,1,1,2,1,3,3,4,4,4,6,1,1,2,5,5,5,4,1,1,2,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,2,7,3,4,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028431,South Dakota,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1944,No,White,Graduate degree,2,1,2,1,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,3,4,3,4,4,1,1,1,2,3,3,3,3,3,3,3,3,3,6,1,1,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028434,North Carolina,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1988,No,White,Some college (but degree not received or is in progress),1,2,3,3,1,1,0,0,5,2,2,6,1,4,4,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,2,3,2,1,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,7,3,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090028436,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1978,No,White,Some high school,5,2,2,2,0,0,0,0,1,2,2,6,1,4,4,2,1,1,2,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,2,4,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,1,1,3,1,2,2,2,3,2,1,2,2,1,1,2,2,2,2,5
P090028437,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Associate's degree,1,2,2,2,0,0,0,0,7,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,1,4,2,2,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028446,North Dakota,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1982,No,White,Bachelor's degree,3,1,2,2,0,0,0,0,6,2,1,2,10,3,3,1,1,1,2,1,1,2,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,2,1,1,5,1,2,2,3,3,3,3,3,3,3,3,3,3,2,1,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028448,Montana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1966,No,Other,Associate's degree,5,1,2,1,0,0,0,0,1,2,2,6,9,4,4,2,1,3,3,2,2,4,4,4,4,4,4,4,6,2,4,2,5,5,5,4,1,1,1,1,2,2,2,2,4,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1
P090028461,Washington,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1964,No,White,Graduate degree,1,2,2,2,0,0,0,0,6,2,1,2,10,3,3,2,1,1,1,1,1,2,2,1,1,4,4,4,6,1,1,2,5,5,5,2,3,4,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028463,Kentucky,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1983,Yes,Other,Graduate degree,1,1,2,2,0,0,0,0,4,2,1,1,10,3,3,1,1,2,2,1,1,3,3,2,2,4,4,4,6,1,3,1,3,3,2,3,2,1,2,4,1,2,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,3,2,1,2,4,3,2,2,2,2,1,1,2,2,2,2,5
P090028472,New Hampshire,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1955,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,4,1,5,1,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028478,Indiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1948,No,White,Some college (but degree not received or is in progress),2,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,2,1,1,1,2,1,2,2,4,4,4,6,1,3,2,5,5,5,1,3,4,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028483,Maryland,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1945,Yes,White,Graduate degree,1,1,2,2,0,0,0,0,8,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,2,1,3,3,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,2,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028485,Wyoming,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1962,No,Other,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,2,1,2,2,2,1,3,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028489,Colorado,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1952,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,2,1,2,1,1,1,2,2,1,2,4,4,4,6,1,1,2,5,5,5,4,2,1,1,1,3,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028490,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1957,No,White,Bachelor's degree,5,1,2,1,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028494,Alaska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,Yes,Other,Associate's degree,3,2,2,1,0,0,0,0,1,2,2,6,5,4,4,2,1,3,3,2,1,4,3,4,4,4,4,4,6,1,1,1,4,1,2,4,1,1,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,6,4,1,3,4,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1
P090028496,Rhode Island,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1969,No,White,Graduate degree,1,2,2,4,0,0,0,0,8,2,1,3,10,1,1,2,1,1,1,1,1,2,2,1,2,4,4,4,6,1,2,1,3,1,2,2,4,2,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028501,Connecticut,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1954,No,White,Bachelor's degree,3,2,2,1,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,2,1,1,2,1,1,1,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028503,Iowa,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1964,No,White,Some high school,2,2,2,6,2,2,0,0,1,2,2,6,4,4,4,2,1,2,1,1,1,1,1,2,1,3,5,5,7,2,4,2,5,5,5,3,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,3,2,3,1,2,3,1,1,2,2,1,1,2,2,2,2,5
P090028506,West Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1946,No,White,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,5,1,1,4,10,1,4,2,3,2,2,2,2,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090028509,Hawaii,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1954,No,Other,Graduate degree,1,2,2,2,0,0,0,0,8,2,2,6,5,4,4,1,1,1,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,2,2,1,5,2,1,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028517,Florida,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1946,No,White,Bachelor's degree,1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,2,1,2,2,4,4,4,6,1,3,2,5,5,5,2,4,4,2,2,4,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,2,2,2,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090028521,Idaho,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1987,No,White,Some college (but degree not received or is in progress),1,2,2,4,2,0,0,2,5,2,2,6,2,4,4,1,1,1,1,1,1,1,1,1,1,3,5,5,7,2,4,2,5,5,5,1,4,4,3,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,3,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090028540,Kansas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1981,No,White,Graduate degree,1,2,2,3,1,1,0,0,8,2,1,1,10,1,1,2,2,1,1,1,1,2,1,1,1,3,5,5,7,1,1,2,5,5,5,3,3,1,2,1,4,1,2,2,1,1,2,1,2,2,2,2,1,2,2,7,3,1,4,1,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028558,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Graduate degree,1,2,2,2,0,0,0,0,4,2,1,2,10,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,2,3,4,2,4,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,4,2,2,2,2,2,1,1,2,2,2,2,5
P090028560,Missouri,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1955,No,White,High school graduate or equivalent,3,2,2,1,0,0,0,0,1,2,2,6,4,4,4,1,1,1,2,1,1,4,4,2,3,4,4,4,6,1,3,2,5,5,5,3,2,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,3,2,1,2,2,2,1,1,2,2,2,1,4
P090028563,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1961,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,2,2,2,2,1,1,2,1,1,1,4,4,4,6,2,4,2,5,5,5,5,5,3,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090028567,Massachusetts,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1957,No,White,High school graduate or equivalent,5,2,2,2,0,0,0,0,4,2,2,6,4,4,4,1,1,2,1,1,1,2,2,2,2,4,4,4,6,1,3,1,3,3,1,3,5,4,1,3,1,2,2,2,4,3,3,3,3,3,3,3,3,1,2,7,3,4,1,3,1,4,2,2,2,2,2,1,1,2,2,2,2,5
P090028571,Louisiana,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1944,No,Black,Some college (but degree not received or is in progress),3,2,2,1,0,0,0,0,1,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,7,3,4,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028587,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1947,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028588,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1970,No,White,Bachelor's degree,1,2,2,4,1,0,0,1,6,2,2,6,2,4,4,1,1,2,2,1,1,3,2,1,1,2,1,2,3,2,4,1,4,3,3,2,3,3,2,4,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028590,Georgia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1967,No,White,Associate's degree,3,2,2,2,0,0,0,0,1,2,1,4,10,3,4,1,1,2,2,1,1,4,4,4,1,4,4,4,6,1,3,1,3,3,2,1,3,4,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,1,3,1,1,2,3,2,1,1,2,2,1,1,2,2,2,1,2
P090028599,Oregon,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1950,No,Black,Some college (but degree not received or is in progress),1,1,2,2,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,2,4,1,2,2,2,1,3,3,3,3,3,3,3,3,3,6,3,1,3,4,2,1,1,1,1,2,2,2,1,1,2,2,2,2,5
P090028602,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1976,No,Asian,Graduate degree,1,1,2,4,2,0,2,0,8,2,1,2,10,2,2,2,1,1,2,1,1,2,2,2,1,3,5,5,7,1,2,2,5,5,5,1,4,2,1,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,2,2,2,2,2,5
P090028615,Oklahoma,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1951,No,White,Bachelor's degree,2,2,2,1,0,0,0,0,3,2,2,6,5,4,4,2,1,3,1,1,1,2,1,2,1,4,4,4,6,1,3,2,5,5,5,4,3,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090028621,Virginia,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1994,No,White,Graduate degree,1,1,2,2,0,0,0,0,8,2,1,2,10,3,3,1,1,1,1,1,1,2,1,2,2,4,4,4,6,1,1,2,5,5,5,4,3,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,3,2,4,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028622,California,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1980,No,White,Bachelor's degree,5,2,4,2,0,0,0,0,6,2,1,2,10,1,1,2,1,1,1,1,1,2,2,2,2,4,4,4,6,1,3,1,3,2,2,3,3,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,1,1,3,3,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090028624,Alaska,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1978,No,White,Graduate degree,1,1,2,5,2,2,0,0,7,1,1,2,10,3,3,1,1,1,1,1,1,2,1,1,1,3,5,5,7,2,4,2,5,5,5,2,4,2,2,4,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028626,Ohio,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1953,No,White,Some college (but degree not received or is in progress),3,1,2,2,0,0,0,0,4,2,1,2,10,3,4,2,2,1,2,1,1,1,1,2,2,4,4,4,6,1,2,1,2,3,3,3,4,2,1,1,3,2,2,1,2,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090028627,Michigan,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1977,No,White,Bachelor's degree,1,2,2,4,2,2,0,0,8,2,1,3,10,3,4,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,3,3,3,1,5,4,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090028635,Iowa,New York-Newark-Jersey City, NY-NJ-PA Metro Area,Midwest,1964,No,White,High school graduate or equivalent,5,1,2,1,0,0,0,0,1,2,2,6,4,4,4,1,3,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,5,5,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,6,1,1,3,3,2,1,1,1,2,1,2,2,2,1,2,1,2,2,3
P090028641,Texas,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1979,No,White,Some college (but degree not received or is in progress),5,2,2,1,0,0,0,0,6,2,1,2,10,3,3,3,1,2,3,1,1,3,2,4,4,4,4,4,6,1,3,2,5,5,5,4,3,4,4,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,6,4,1,3,2,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090028643,Utah,New York-Newark-Jersey City, NY-NJ-PA Metro Area,West,1948,No,White,Some college (but degree not received or is in progress),1,2,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,2,2,4,5,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
