,Demographics,,,,,,,,,,,,,,,,Employment,,,,,,Disability Status,,,,,,Mental Health,,,,,,,,COVID Vaccine and Long COVID,,,,,,Society and Arts,,,,,,,,,,Childcare,,,,,,,,Housing,,,,,,Health Insurance,,Food Security,,,,,,Internet Security,,,,,,
P090031379,19,,,1948,1,1,5,1,2,2,2,0,0,0,0,3,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,2,4,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031381,28,,,1980,1,1,3,3,1,2,3,2,2,0,0,3,2,2,6,4,4,4,1,2,2,1,1,1,2,1,4,1,3,5,5,7,2,4,2,5,5,5,3,3,3,1,1,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,7,3,2,2,2,1,4,3,2,2,2,2,1,1,2,2,2,2,5
P090031382,17,,,1994,1,4,2,5,1,4,2,0,0,0,0,1,2,2,6,4,4,4,2,1,1,3,3,3,2,1,4,3,4,4,4,6,2,4,2,5,5,5,5,4,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,3,2,1,3,2,2,1,2,2,1,1,2,2,2,2,5
P090031388,48,26420,,1946,1,1,6,1,1,2,2,0,0,0,0,7,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,3,1,1,4,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031394,5,,,1963,1,1,7,5,2,2,3,0,0,0,0,4,2,2,6,5,3,4,2,1,2,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,4,4,3,4,5,2,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031402,53,42660,,1944,1,1,6,1,2,4,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,3,1,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031403,27,,,1996,1,3,6,5,2,1,3,0,0,0,0,4,2,1,4,10,3,3,2,1,2,3,1,2,2,3,2,2,4,4,4,6,1,2,1,3,3,1,3,2,1,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,2,1,1,3,3,2,1,3,2,2,2,2,2,1,1,1,2,2,2,4
P090031414,13,,,1951,1,1,7,1,1,2,3,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,3,1,4,5,2,1,1,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031415,17,16980,,1969,2,1,2,3,2,2,2,0,0,0,0,1,2,2,6,4,4,4,2,1,2,3,3,2,4,4,4,3,4,4,4,6,1,3,2,5,5,5,3,2,3,1,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,6,5,1,3,1,3,1,4,2,2,1,2,2,1,1,2,1,2,2,1
P090031416,16,,,1954,1,1,7,1,1,2,2,0,0,0,0,8,2,1,4,10,1,1,1,1,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,3,2,5,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090031417,6,41860,,1951,1,1,7,5,1,1,1,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,3,3,5,1,2,2,1,3,3,3,3,3,3,3,3,3,6,3,1,3,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031426,12,33100,,1950,1,2,2,2,2,2,3,0,0,0,0,1,2,2,6,5,3,4,2,1,2,1,2,1,2,2,1,3,4,4,4,6,1,1,2,5,5,5,3,3,3,2,2,1,2,2,2,4,3,3,3,3,3,3,3,3,2,2,7,3,2,1,2,1,4,2,2,2,2,2,1,1,2,2,2,2,5
P090031429,53,,,1983,1,1,3,5,1,2,1,0,0,0,0,1,2,2,6,9,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,5,5,2,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,1,1,3,4,1,1,1,1,2,2,2,1,1,1,2,2,2,2,5
P090031435,13,12060,,1952,1,1,7,1,1,2,3,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,1,1,4,1,2,2,2,4,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031442,6,41860,,1949,1,1,4,1,2,2,2,0,0,0,0,7,2,2,6,5,4,4,2,1,1,2,1,1,2,2,1,1,4,4,4,6,1,1,2,5,5,5,2,4,4,3,1,1,1,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031447,53,,,1957,1,1,5,1,1,4,3,0,0,0,0,6,1,2,6,5,4,4,2,3,1,2,1,2,4,4,4,4,4,4,4,6,1,3,2,5,5,5,4,1,1,1,4,1,2,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,1,4,3,1,2,2,2,1,1,2,2,2,2,5
P090031449,20,,,1976,2,1,4,4,2,2,5,0,0,0,0,5,2,1,2,10,3,3,3,1,2,2,1,1,2,2,1,2,4,4,4,6,2,4,2,5,5,5,4,3,1,1,1,1,1,1,2,4,3,3,3,3,3,3,3,3,3,2,1,1,3,1,1,2,4,1,2,2,2,2,1,1,2,2,2,2,5
P090031450,44,,,1983,1,1,4,1,2,2,3,1,1,0,0,6,2,1,2,10,3,3,1,1,1,1,1,1,2,1,1,1,3,5,5,7,1,2,2,5,5,5,3,4,2,2,1,1,2,2,1,3,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031461,33,,,1955,1,1,6,1,2,2,2,0,0,0,0,7,2,1,4,10,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,3,2,2,4,2,2,1,1,3,3,3,3,3,3,3,3,2,6,7,3,1,4,3,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031462,6,40140,,1938,1,1,4,2,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,4,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2
P090031466,40,,,1988,1,1,6,1,1,2,5,3,0,0,2,8,2,1,2,10,2,2,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,1,2,5,5,5,1,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031473,49,,,1962,1,1,7,5,1,1,1,0,0,0,0,1,2,1,4,10,1,1,2,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,4,4,1,1,1,5,1,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031474,54,,,1960,1,1,6,1,1,2,3,0,0,0,0,6,2,2,6,5,1,4,1,1,2,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,5,2,2,1,3,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,4,1,2,2,2,2,1,1,2,2,2,1,3
P090031482,51,47900,,1964,1,1,7,3,2,2,1,0,0,0,0,7,2,1,1,10,2,2,1,1,2,1,1,1,1,2,1,2,4,4,4,6,1,2,2,5,5,5,3,2,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031484,32,,,1961,1,1,3,5,1,1,1,0,0,0,0,1,1,2,6,6,4,4,3,1,2,2,2,1,2,2,2,2,4,4,4,6,1,1,2,5,5,5,1,2,3,3,2,5,1,1,1,2,3,3,3,3,3,3,3,3,3,6,4,1,3,2,2,1,4,2,1,1,2,2,1,1,1,2,2,2,2
P090031486,19,,,1968,1,1,6,3,1,2,3,2,1,1,0,6,2,1,2,10,3,3,1,1,1,1,1,1,4,4,4,4,2,1,1,2,1,1,2,5,5,5,4,1,2,1,3,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031501,42,,,1969,1,1,6,5,1,2,1,0,0,0,0,5,2,1,2,10,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,3,4,3,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,1,3,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090031502,40,,,1963,1,4,6,3,1,2,1,0,0,0,0,1,2,2,6,4,4,4,2,2,2,1,1,1,1,1,1,2,4,4,4,6,1,3,2,5,5,5,4,3,1,2,4,5,2,1,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,2,2,1,3,2,2,2,2,2,2,1,2,1,2,2,2
P090031507,17,16980,,1985,1,1,7,1,2,2,5,3,2,0,0,8,2,1,3,10,1,4,2,1,1,1,1,1,2,2,1,2,3,5,5,7,1,3,2,5,5,5,3,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031509,25,14460,,1957,1,1,5,1,2,2,2,0,0,0,0,2,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,5,5,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031512,53,42660,,1983,1,1,6,1,2,2,4,2,1,0,0,7,2,1,3,10,3,3,1,1,1,1,1,1,1,1,3,3,3,5,5,7,1,1,2,5,5,5,3,3,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031514,42,37980,,1959,1,1,6,1,1,2,6,3,3,0,0,8,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,3,2,5,5,5,1,5,4,2,4,5,1,2,2,1,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031515,24,47900,,1964,1,2,6,5,2,1,1,0,0,0,0,6,2,1,3,10,3,3,1,1,2,1,1,1,2,1,2,1,4,4,4,6,1,1,2,5,5,5,4,3,3,2,3,1,2,2,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031517,55,,,1986,1,1,5,1,2,2,4,2,1,0,0,6,2,1,1,10,2,2,1,1,1,1,1,1,1,1,1,1,3,5,5,7,1,2,2,5,5,5,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031520,30,,,1946,1,1,6,1,1,2,2,0,0,0,0,7,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,4,2,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031525,30,,,1960,1,1,7,3,2,3,10,5,0,0,2,1,2,2,6,5,4,4,1,1,1,1,1,1,4,4,4,4,3,5,5,7,1,1,2,5,5,5,5,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,7,3,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090031535,41,,,1950,1,1,4,1,2,2,2,0,0,0,0,5,1,2,6,6,1,4,2,1,2,2,1,1,2,2,1,2,4,4,4,6,1,3,2,5,5,5,4,3,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090031536,12,,,1945,1,1,5,3,2,2,1,0,0,0,0,2,2,2,6,5,4,4,2,1,4,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,3,3,2,1,4,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,1,3,4,1,1,3,1,2,2,2,2,1,1,2,2,2,1,3
P090031537,40,,,1953,1,1,4,3,1,2,1,0,0,0,0,2,2,2,6,5,4,4,2,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,4,4,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090031546,41,,,1946,1,1,6,3,1,2,1,0,0,0,0,2,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,3,4,2,1,3,2,2,2,1,3,3,3,3,3,3,3,3,2,7,7,3,1,4,2,1,2,1,2,2,2,2,1,2,2,2,2,2,5
P090031554,25,,,1950,1,1,6,1,1,2,2,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,2,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031559,18,,,1957,1,1,6,1,2,2,4,1,0,1,0,4,2,2,6,5,2,4,1,1,1,1,1,1,2,2,1,1,3,5,5,7,2,4,2,5,5,5,2,5,4,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,1,3,1,2,2,2,2,1,1,2,2,2,2,5
P090031568,9,,,1967,1,1,6,1,1,2,1,0,0,0,0,4,2,1,2,10,3,3,1,2,1,1,1,1,3,3,2,1,4,4,4,6,1,1,2,5,5,5,2,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2
P090031576,53,,,1959,1,4,6,1,1,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,2,1,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031598,35,,,1961,1,4,4,1,1,1,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,5,2,3,2,4,1,1,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031601,41,,,1953,1,3,7,1,1,2,4,0,0,0,0,7,2,1,1,10,3,3,1,2,1,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,4,2,3,1,2,2,1,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,2,1,2,1,2,2,1,1,2,2,2,2,5
P090031607,19,,,1942,1,1,7,1,1,2,2,0,0,0,0,6,2,1,1,10,2,2,1,1,2,2,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,3,4,4,4,1,2,2,1,3,3,3,3,3,3,3,3,1,6,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031608,6,31080,,1961,1,1,3,5,2,3,1,0,0,0,0,1,2,2,6,6,4,4,1,1,1,2,1,1,2,2,2,2,4,4,4,6,1,3,1,3,3,2,2,3,4,3,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,6,1,1,3,2,2,1,4,1,2,2,2,1,1,1,2,2,2,2,5
P090031613,49,,,1947,1,1,3,2,2,2,4,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,5,2,2,4,5,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090031616,29,,,1970,1,1,4,3,2,2,3,0,0,0,0,3,1,1,2,10,3,4,2,1,3,2,1,1,2,2,1,2,4,4,4,6,1,3,2,5,5,5,3,3,2,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5
P090031618,48,26420,,1936,1,1,6,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,2,2,2,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,3,4,4,5,2,2,2,2,3,3,3,3,3,3,3,3,3,6,3,1,3,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090031622,48,,,1970,1,1,3,1,2,2,2,0,0,0,0,1,1,2,6,8,4,4,1,1,1,1,1,1,2,2,1,2,4,4,4,6,1,3,2,5,5,5,3,3,1,1,1,1,2,2,2,4,3,3,3,3,3,3,3,3,3,7,1,1,3,4,2,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090031637,13,12060,,1976,1,1,6,3,1,2,2,1,1,0,0,2,1,2,6,6,4,4,1,1,3,2,2,1,2,1,2,1,3,5,5,7,1,3,2,5,5,5,3,4,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,7,3,1,3,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031640,42,,,1950,1,1,3,2,2,2,1,0,0,0,0,2,2,2,6,5,4,4,1,2,3,2,1,1,2,2,3,2,4,4,4,6,1,3,2,5,5,5,3,3,2,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,2,2,2,2,2,1,1,2,2,2,2,5
P090031645,55,,,1991,1,1,6,5,2,2,2,0,0,0,0,8,2,1,3,10,3,3,1,1,1,2,1,2,1,1,1,2,4,4,4,6,1,1,2,5,5,5,2,5,2,2,1,4,1,2,1,3,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031658,12,,,1951,1,1,7,2,1,2,1,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,4,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,1,2,1,3,2,2,2,2,2,2,1,2,2,2,2,5
P090031679,30,,,1945,1,1,6,1,1,2,2,0,0,0,0,3,2,2,6,5,4,4,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,2,3,2,3,4,5,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,3,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031680,22,,,1962,1,2,3,3,2,2,2,0,0,0,0,1,1,2,6,9,4,4,2,1,2,2,1,2,2,2,1,2,4,4,4,6,1,3,2,5,5,5,3,3,2,1,4,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,1,2,1,3,3,2,1,2,2,2,3,2,2,2,2,5
P090031682,40,,,1947,1,1,4,1,2,2,2,0,0,0,0,2,2,2,6,5,4,4,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,5,3,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,2,2,1,1,4,1,2,2,2,2,1,1,2,2,2,2,5
P090031694,32,,,1962,1,1,7,1,1,2,2,0,0,0,0,7,2,1,1,10,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,6,1,3,2,5,5,5,2,3,1,1,4,5,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031697,6,,,1980,1,1,4,5,2,2,1,0,0,0,0,1,2,2,6,9,4,4,1,1,1,1,1,1,3,3,4,4,4,4,4,6,1,3,2,5,5,5,4,1,3,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,1,2,2,3,1,1,2,2,2,1,1,2,2,2,2,5
P090031701,12,,,1955,1,1,7,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,3,2,1,1,2,1,2,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031704,25,14460,,1951,1,1,4,3,2,2,1,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,2,1,1,2,2,1,1,3,3,3,3,3,3,3,3,1,3,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031707,47,,,1967,1,1,3,1,2,2,3,0,0,0,0,4,2,2,6,4,4,4,1,2,3,2,2,1,2,2,2,2,4,4,4,6,1,2,2,5,5,5,1,3,4,2,3,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,1,2,2,3,2,1,1,2,2,1,1,1,2,2,2,1
P090031710,1,,,1957,1,1,3,1,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,3,2,1,1,1,1,1,1,1,4,4,4,6,2,4,2,5,5,5,1,5,4,3,2,1,2,2,2,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,3,2,2,2,2,2,1,1,2,2,2,2,5
P090031711,34,37980,,1975,1,3,6,1,1,2,2,0,0,0,0,6,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,3,4,2,1,3,1,1,1,2,2,3,3,3,3,3,3,3,3,2,5,7,3,1,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031713,53,,,1953,1,1,6,3,2,2,1,0,0,0,0,5,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,4,4,3,4,5,1,1,1,2,3,3,3,3,3,3,3,3,2,2,7,3,1,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031722,36,,,1960,1,1,4,1,1,2,2,0,0,0,0,6,2,2,6,4,4,4,2,2,4,2,3,2,1,1,1,1,4,4,4,6,1,3,2,5,5,5,3,3,2,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,5
P090031738,48,26420,,1990,1,2,4,5,2,2,4,3,3,0,0,1,2,2,6,4,4,4,2,1,2,2,1,1,2,3,3,2,2,1,1,1,2,4,1,4,1,1,1,3,4,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,6,3,1,3,4,1,1,1,1,2,1,2,2,1,1,1,1,1,1,3
P090031740,12,33100,,1976,2,1,4,1,2,2,4,0,0,0,0,5,2,1,2,10,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,2,4,2,1,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090031742,6,,,1979,1,2,7,3,2,2,3,2,2,0,0,4,2,1,3,10,1,1,2,1,1,1,1,1,2,1,1,1,3,5,5,7,1,2,1,3,3,3,3,2,1,1,2,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,6,1,3,3,1,2,3,1,2,2,2,1,1,1,1,2,2,2,2
P090031750,49,,,2001,1,1,3,5,1,2,2,0,0,0,0,5,1,2,6,3,4,4,1,1,2,2,1,1,2,2,2,2,4,4,4,6,2,4,2,5,5,5,4,2,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,2,7,3,1,1,1,2,4,2,2,2,2,2,1,1,2,2,2,2,5
P090031759,33,,,1949,1,1,7,3,1,2,1,0,0,0,0,3,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,2,2,2,3,2,1,2,2,3,3,3,3,3,3,3,3,1,1,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031760,47,,,1960,1,1,7,3,2,2,1,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,2,2,1,1,4,4,4,6,1,2,2,5,5,5,3,2,3,1,2,1,2,2,2,2,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031762,4,38060,,1951,1,1,6,2,2,2,2,0,0,0,0,4,2,2,6,5,4,4,1,1,1,1,1,1,1,1,2,1,4,4,4,6,1,2,2,5,5,5,3,5,4,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031763,12,33100,,1971,1,1,6,1,1,2,4,2,0,2,0,8,2,1,2,10,3,3,2,1,1,1,1,1,1,1,1,1,3,5,5,7,2,4,2,5,5,5,2,4,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,3,1,4,1,2,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031768,8,,,1958,1,1,7,1,1,2,2,0,0,0,0,6,2,2,6,5,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,4,3,1,2,1,2,2,1,3,3,3,3,3,3,3,3,2,2,7,3,1,4,2,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031769,17,,,1952,1,1,4,1,1,2,3,0,0,0,0,2,2,2,6,5,4,4,1,2,2,1,1,1,1,1,1,1,4,4,4,6,1,1,2,5,5,5,1,5,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,1,1,1,2,2,2,2,1,1,2,2,2,2,5
P090031770,31,,,1977,1,1,5,5,1,2,3,0,0,0,0,1,2,2,6,4,4,4,1,1,2,3,1,2,3,2,2,2,4,4,4,6,1,2,2,5,5,5,2,3,3,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,4,1,3,4,2,1,2,1,2,2,2,2,1,1,2,2,2,2,5
P090031774,35,,,1952,2,1,4,3,1,2,1,0,0,0,0,1,2,2,6,5,4,4,1,1,1,1,1,1,1,1,4,1,4,4,4,6,1,2,2,5,5,5,5,5,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,1,2,7,3,4,4,2,1,2,2,2,2,2,2,1,1,1,2,2,2,3
P090031786,9,,,1978,1,3,6,5,2,2,2,0,0,0,0,6,1,2,6,1,4,4,1,1,1,1,1,1,2,1,1,2,4,4,4,6,1,1,2,5,5,5,2,3,2,1,1,5,1,1,2,1,3,3,3,3,3,3,3,3,2,3,7,3,1,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090031797,41,,,1969,1,1,7,1,1,2,3,0,0,0,0,6,2,1,2,10,3,3,1,2,1,1,1,1,1,1,1,1,4,4,4,6,1,3,2,5,5,5,1,5,2,2,4,5,2,2,1,1,3,3,3,3,3,3,3,3,1,2,7,3,4,4,1,2,3,1,2,2,2,2,1,1,2,2,2,2,5
P090031799,45,,,1979,1,1,3,1,2,2,2,0,0,0,0,6,2,1,2,10,3,3,1,1,1,1,1,1,1,1,1,1,4,4,4,6,1,2,2,5,5,5,1,4,2,2,1,3,1,2,2,1,3,3,3,3,3,3,3,3,3,6,4,1,3,4,1,2,1,1,2,2,2,2,1,1,2,2,2,2,5
